f_01,f_02,f_03,f_04,f_05,f_06,f_07,f_08,f_09,f_10,f_11,f_12,res,level
0.001476616,0.151996633,0.021489515,0.008272816,0.164255422,0.013389421,0.013444166,0.002307115,0.010045215,0.595239586,0.004611717,0.013471778,a,1
0.002730157,0.306540342,0.027939635,0.01021499,0.174507087,0.014258608,0.02438641,0.023176192,0.035080663,0.328383537,0.002774271,0.050008108,a,1
0.002617453,0.161086903,0.02004833,0.005280816,0.174777477,0.007705562,0.016792232,0.003729304,0.013148285,0.526584445,0.003822991,0.064406203,a,1
0.001841036,0.17971128,0.061000533,0.013957664,0.161947831,0.011526548,0.024275287,0.009897535,0.05302617,0.390500609,0.004086165,0.088229342,a,1
0.002508019,0.123119093,0.099222038,0.006842384,0.296606912,0.004792221,0.03653725,0.006365088,0.040813176,0.245803444,0.004438383,0.132951992,a,1
0.000810575,0.109035023,0.008571115,0.004097459,0.176842862,0.009579135,0.037200625,0.005707833,0.011368646,0.61672808,0.003055152,0.017003496,a,1
0.001347222,0.268041761,0.008037182,0.00144334,0.28588827,0.005248572,0.004199037,0.006962863,0.067720155,0.326417313,0.004293285,0.020400999,a,1
0.002425599,0.273598105,0.001421992,0.008191641,0.127873876,0.004247925,0.002577008,0.011911532,0.084753818,0.463544336,0.006617453,0.012836715,a,1
0.002504148,0.282911862,0.012197353,0.003842318,0.245774232,0.005177205,0.005234362,0.005821746,0.032194331,0.369102853,0.004024229,0.031215361,a,1
0.000821526,0.3625065,0.001460681,0.002269589,0.108940461,0.001332536,0.001576743,0.004365083,0.036655677,0.467856289,0.003095743,0.00911917,a,1
0.005071471,0.125259029,0.028197166,0.007699177,0.339634038,0.018205661,0.006090892,0.030410396,0.097171761,0.169317022,0.014837868,0.158105519,a,1
0.008056092,0.245625409,0.006919435,0.01263292,0.14850626,0.007455818,0.011728582,0.019142161,0.07246337,0.420844214,0.008928292,0.037697447,a,1
0.002687168,0.23788396,0.006134928,0.004771703,0.152987207,0.004893457,0.00757916,0.006738516,0.093623926,0.454659807,0.005090479,0.02294969,a,1
0.002107314,0.177796306,0.002344463,0.003971129,0.089473491,0.00238976,0.002138395,0.009689173,0.057474108,0.591661101,0.00658473,0.054370028,a,1
0.007106237,0.307594615,0.009634634,0.006391013,0.12922235,0.014083269,0.010093891,0.021632725,0.037649703,0.429198119,0.010269696,0.017123749,a,1
0.001647667,0.387691537,0.013766059,0.003248068,0.140872752,0.004936207,0.005413172,0.010247047,0.067843591,0.317667598,0.006522903,0.0401434,a,1
0.001198581,0.381728004,0.005338492,0.003257728,0.110717718,0.010583117,0.002664129,0.011895162,0.186625613,0.22970226,0.006642786,0.049646411,a,1
0.001317517,0.736848341,0.002759273,0.001514957,0.064110128,0.00193796,0.002716386,0.003397874,0.02447832,0.151519445,0.00504801,0.004351789,a,1
0.002308568,0.36625114,0.004004501,0.003527217,0.068233543,0.003947469,0.005772704,0.006473817,0.034243399,0.474702697,0.004396057,0.026138888,a,1
0.006748956,0.156344873,0.01503293,0.00293685,0.084788085,0.006836093,0.004593215,0.009587232,0.111223586,0.527280399,0.035791349,0.038836433,a,1
0.002422952,0.649976614,0.001787811,0.004971442,0.070187361,0.010411932,0.006030018,0.007578506,0.050738055,0.152778866,0.005557253,0.037559189,a,1
0.003728678,0.194483558,0.01383295,0.0018255,0.240964387,0.004925368,0.013071574,0.009008802,0.089425485,0.377737062,0.010165985,0.040830651,a,1
0.003745992,0.215922978,0.016836499,0.005490628,0.278286537,0.007755192,0.016509228,0.007977308,0.061662928,0.338606612,0.021471434,0.025734664,a,1
0.002874337,0.310155102,0.005096312,0.004256155,0.1053653,0.005139645,0.006880613,0.009225443,0.043800449,0.479529734,0.008963116,0.018713794,a,1
0.002522878,0.219611024,0.019621036,0.006123836,0.114882678,0.006175296,0.00502091,0.007866407,0.033237791,0.566909335,0.008004901,0.010023908,a,1
0.009880108,0.211442391,0.00479529,0.007831095,0.097404031,0.009510848,0.011147144,0.02324933,0.053773657,0.529368548,0.013277002,0.028320557,a,1
0.004391512,0.186221094,0.00884791,0.004707363,0.171628042,0.009413336,0.015445619,0.018256508,0.097261258,0.372251857,0.00695644,0.104619063,a,1
0.006866791,0.188153844,0.021458688,0.002639919,0.165320013,0.003995683,0.00580564,0.007310876,0.044509146,0.526578525,0.005540784,0.02182009,a,1
0.000926245,0.542092024,0.002316615,0.000920994,0.089007039,0.002286777,0.001776212,0.003975738,0.070293614,0.260679983,0.004072607,0.02165215,a,1
0.001621663,0.647859223,0.004145039,0.006100017,0.098199818,0.005806397,0.004645208,0.013468694,0.01569693,0.191285691,0.003887876,0.007283444,a,1
0.001067378,0.249865117,0.005859851,0.003350467,0.316525557,0.005017962,0.005415122,0.004216365,0.130391184,0.003631817,0.003402517,0.271256661,a,1
0.001668687,0.376718155,0.002865047,0.003584303,0.235171193,0.007352794,0.006016089,0.002150168,0.018255902,0.316495281,0.004097916,0.025624466,a,1
0.001463482,0.318436469,0.015638068,0.002584841,0.222068418,0.006846059,0.002917423,0.006856451,0.03378974,0.325527062,0.002982945,0.060889042,a,1
0.001860669,0.448892173,0.011983226,0.003131918,0.148201926,0.006846791,0.009226004,0.00585433,0.009972254,0.332961417,0.003485565,0.017583728,a,1
0.002776631,0.457147957,0.017426445,0.003515149,0.131914302,0.01024882,0.009952704,0.005123571,0.031713881,0.263193035,0.005008099,0.061979407,a,1
0.008248255,0.315739674,0.016416032,0.020437106,0.212571153,0.024784218,0.024137214,0.022931993,0.038500055,0.239090565,0.014906397,0.062237338,a,1
0.002756729,0.299245618,0.008923292,0.00313793,0.339802026,0.009088415,0.00892735,0.00443784,0.008629899,0.233200158,0.002671916,0.079178826,a,1
0.002072244,0.56347352,0.004111544,0.002523234,0.126718633,0.010856667,0.003224903,0.002802645,0.010759913,0.255746875,0.002383228,0.015326594,a,1
0.003007145,0.495026465,0.010816748,0.008174756,0.156032685,0.009545341,0.011860989,0.010851223,0.014685249,0.252590405,0.004108535,0.023300458,a,1
0.001653614,0.384736789,0.007513891,0.003091168,0.184406243,0.007037026,0.016331719,0.004355456,0.017628623,0.350979177,0.006103219,0.016163076,a,1
0.009097899,0.344475796,0.011703507,0.006944343,0.228859946,0.013605475,0.013566634,0.008904034,0.018956264,0.288534998,0.00567857,0.049672534,a,1
0.002031471,0.478911036,0.002681548,0.002388688,0.218211991,0.012759278,0.009596641,0.003124299,0.007817614,0.231384816,0.003013496,0.028079122,a,1
0.001094473,0.476200933,0.002977873,0.003268385,0.125732507,0.004670084,0.003269315,0.004404128,0.004282839,0.36349248,0.003919351,0.006687631,a,1
0.001685296,0.459588691,0.005841247,0.005301712,0.093201355,0.006820112,0.007808961,0.005911188,0.008507301,0.381673196,0.005600547,0.018060394,a,1
0.000754776,0.165617705,0.003721602,0.005018093,0.19747302,0.011493538,0.005054712,0.008208643,0.009228617,0.559955915,0.004746626,0.02872675,a,1
0.00640098,0.458550766,0.005608017,0.002703225,0.148797825,0.015922359,0.012085392,0.007632739,0.020923636,0.288249,0.005725076,0.027400983,a,1
0.002090395,0.392775353,0.00378081,0.003602915,0.17375138,0.008634683,0.005037091,0.004237128,0.041012128,0.336887258,0.003150653,0.025040206,a,1
0.005288861,0.625711314,0.003522492,0.004496931,0.058940269,0.008507292,0.002115681,0.004520916,0.025986199,0.226648112,0.008685855,0.025576077,a,1
0.002397567,0.463465323,0.003030153,0.002683663,0.17838161,0.009270446,0.006001132,0.003128345,0.02327807,0.285639073,0.003649086,0.019075532,a,1
0.008987982,0.323060409,0.017329622,0.009268337,0.121490075,0.01267651,0.027258795,0.018029644,0.031215859,0.367551111,0.00855186,0.054579798,a,1
0.008206375,0.319620473,0.01664509,0.012725979,0.158708858,0.022388714,0.011459785,0.010177083,0.028374538,0.355145544,0.00892537,0.047622192,a,1
0.003038951,0.489979757,0.005479015,0.006116303,0.106868585,0.008677469,0.009784456,0.007222574,0.017106752,0.297352221,0.00673802,0.041635896,a,1
0.003828168,0.397091175,0.011479057,0.010040294,0.134215083,0.019453355,0.024276357,0.008477634,0.021242678,0.333559238,0.009030315,0.027306645,a,1
0.000833309,0.408837619,0.002386789,0.001922402,0.151881187,0.007050026,0.008590137,0.003545152,0.005135276,0.397213785,0.003161596,0.009442723,a,1
0.001321587,0.253845557,0.003570697,0.002244488,0.177689436,0.00377085,0.011994882,0.003835221,0.01241417,0.503188856,0.003377436,0.022746821,a,1
0.007159052,0.340639614,0.005282364,0.000849352,0.213583016,0.019823562,0.006458074,0.009938431,0.011244536,0.359243043,0.006063176,0.019715779,a,1
0.004011821,0.208485414,0.005875689,0.00994654,0.414665388,0.013059957,0.010726706,0.004395269,0.04431925,0.249284818,0.003794697,0.031434451,a,1
0.003554649,0.238300216,0.007932381,0.004329009,0.245096261,0.017987247,0.018461366,0.004687393,0.085128799,0.293751853,0.008284879,0.072485948,a,1
0.004371955,0.310003089,0.005084445,0.006717681,0.266611295,0.00935339,0.006677431,0.002755108,0.010859047,0.344219754,0.00541823,0.027928575,a,1
0.005654632,0.138058363,0.007013645,0.004326271,0.332816006,0.031282269,0.011240864,0.003480563,0.030528932,0.355286959,0.004477497,0.075833998,a,1
0.00804657,0.282040904,0.005474544,0.010405539,0.193127641,0.016876701,0.009658395,0.007479591,0.085582269,0.342798539,0.004756469,0.033752839,a,1
0.010262435,0.236250915,0.014696908,0.021086632,0.244263831,0.032177957,0.016824483,0.011240014,0.042324419,0.29895851,0.010742063,0.061171834,a,1
0.007401037,0.280421413,0.018033796,0.009100006,0.240493401,0.033313982,0.016561618,0.015298915,0.117496752,0.164123659,0.005425922,0.0923295,a,1
