f_01,f_02,f_03,f_04,f_05,f_06,f_07,f_08,f_09,f_10,f_11,f_12,res,level
0.149744051,0.020458234,0.016026603,0.008409176,0.379208132,0.007875295,0.00953174,0.010048748,0.008847546,0.364018566,0.010225497,0.01560641,am,2
0.110392059,0.044765085,0.016154299,0.013025301,0.407402379,0.012183718,0.01242786,0.016024068,0.014135703,0.314565093,0.022186396,0.016738039,am,2
0.161085369,0.01332299,0.005965422,0.011462474,0.367666192,0.016793085,0.013468755,0.011819794,0.007216999,0.360274629,0.014712774,0.016211516,am,2
0.013212268,0.005913852,0.002371735,0.0028335,0.492128766,0.009998331,0.009585189,0.006724535,0.002724388,0.437519096,0.005199922,0.011788418,am,2
0.147026819,0.024866288,0.030295643,0.007151835,0.297350019,0.012685233,0.016835741,0.019378512,0.014808327,0.375313816,0.020135246,0.03415252,am,2
0.150709552,0.019772561,0.010450539,0.003748767,0.440543575,0.017516033,0.027888598,0.018596781,0.00648231,0.266330654,0.01359676,0.024363869,am,2
0.096259068,0.038482154,0.006844403,0.007162646,0.269220502,0.018869058,0.03154952,0.017578767,0.015475036,0.478152854,0.010758495,0.009647498,am,2
0.142476098,0.003592109,0.015242885,0.002273291,0.346896894,0.01304401,0.004450526,0.026420796,0.009975119,0.400782452,0.004935186,0.029910635,am,2
0.137395225,0.02792082,0.00459765,0.013302981,0.382634054,0.004433077,0.023172072,0.020250107,0.014066562,0.345169385,0.008767328,0.018290738,am,2
0.077782605,0.01612315,0.009169116,0.005780611,0.38910038,0.006848105,0.016243779,0.014100736,0.014240172,0.421912618,0.005094289,0.02360444,am,2
0.110880184,0.050788885,0.014261282,0.008442144,0.336634197,0.031960092,0.044257155,0.02810277,0.02970473,0.297610361,0.012896998,0.034461202,am,2
0.150583576,0.022651543,0.003611865,0.018202559,0.058392576,0.002058212,0.010303989,0.024911409,0.047142126,0.614928792,0.026822946,0.020390408,am,2
0.04047499,0.035058364,0.011268408,0.006646994,0.097166333,0.007214374,0.019289381,0.019930405,0.088902399,0.626356884,0.025666328,0.022025139,am,2
0.126591234,0.015179435,0.02208288,0.008623451,0.418453568,0.01612233,0.059070644,0.026777887,0.013753338,0.268965819,0.006429738,0.017949678,am,2
0.092671434,0.024311572,0.018084338,0.010334499,0.396592749,0.018066535,0.040118501,0.013235575,0.011301305,0.343862662,0.010340145,0.021080686,am,2
0.168811434,0.013346174,0.009471932,0.007488355,0.26460799,0.016189827,0.00936395,0.013246352,0.010276163,0.455862704,0.008344443,0.022990677,am,2
0.12829962,0.010512012,0.008718191,0.005210556,0.395680814,0.01285839,0.010145316,0.016100073,0.010375139,0.370617524,0.013343716,0.018138649,am,2
0.140500736,0.017439296,0.018852255,0.010539609,0.365314055,0.009941766,0.028556371,0.013883338,0.011870846,0.346827927,0.017831925,0.018441875,am,2
0.17493887,0.008733439,0.017625751,0.007803149,0.283897673,0.005506652,0.026957665,0.006932311,0.020354542,0.416235234,0.01669808,0.014316634,am,2
0.092049985,0.023276518,0.025347559,0.005748252,0.330685395,0.036135949,0.011834383,0.048792355,0.016242775,0.317842591,0.014312756,0.077731483,am,2
0.101618462,0.042113899,0.007818766,0.006688965,0.260642029,0.005535151,0.009176053,0.061244438,0.015410297,0.443246212,0.020021674,0.026484053,am,2
0.079929017,0.021124609,0.012719481,0.007932923,0.344905726,0.026607041,0.008444834,0.040450492,0.017990033,0.345191414,0.01654765,0.07815678,am,2
0.096570461,0.144694277,0.008984639,0.012345281,0.159381229,0.019531875,0.008897333,0.08171726,0.033868577,0.37228151,0.015594666,0.046132892,am,2
0.091684575,0.005710675,0.013459122,0.010006247,0.366231352,0.021383045,0.019865533,0.028579022,0.010443983,0.387299996,0.00724633,0.038090119,am,2
0.087228085,0.055115032,0.04646411,0.028293241,0.240302084,0.028872141,0.033487408,0.046163457,0.018385023,0.291065214,0.083457483,0.041166721,am,2
0.085007722,0.056092021,0.020549138,0.015628412,0.2970289,0.054281487,0.044763593,0.095583971,0.019731076,0.187022072,0.06140938,0.062902228,am,2
0.09785088,0.004455369,0.022028369,0.00753654,0.340541527,0.019505418,0.017702954,0.056950979,0.063332036,0.273245381,0.026640003,0.070210543,am,2
0.19052359,0.01950814,0.005309017,0.017245849,0.306385232,0.016887805,0.012798742,0.018991178,0.12005877,0.255290902,0.011517673,0.025483104,am,2
0.15614238,0.029228117,0.035293375,0.016414945,0.323372352,0.02462969,0.019936925,0.025196325,0.044432846,0.265898651,0.027122085,0.032332311,am,2
0.113955174,0.008141698,0.00598049,0.006254314,0.366282205,0.043586715,0.018795198,0.056221715,0.072709411,0.273362583,0.004878345,0.029832152,am,2
0.053879931,0.006033983,0.021481391,0.036909851,0.359014753,0.012691576,0.03431969,0.024589915,0.038086553,0.288278657,0.022527725,0.102185974,am,2
0.116405216,0.055890436,0.020888395,0.007005323,0.27292409,0.026033576,0.029188169,0.026045219,0.039103048,0.354069454,0.030415716,0.022031356,am,2
0.144820193,0.02691271,0.013490959,0.012257172,0.362054021,0.04923249,0.029416143,0.087254997,0.020452546,0.205287634,0.023286978,0.025534157,am,2
0.121015189,0.011061059,0.012660768,0.008403084,0.263834557,0.017428916,0.012571244,0.085013924,0.016746507,0.361759602,0.018613802,0.070891348,am,2
0.09317632,0.026093937,0.018725309,0.013590159,0.316664909,0.015164013,0.012049789,0.023415879,0.013779674,0.436629818,0.012409249,0.018300944,am,2
0.002298689,0.004420489,0.105532863,0.002525045,0.005657483,0.044933027,0.424197992,0.03873404,0.003392024,0.000937344,0.002393271,0.364977734,bm,3
0.003459041,0.023802769,0.036059992,0.001139903,0.006033043,0.035502205,0.543543645,0.070072177,0.004617689,0.001376055,0.00351143,0.27088205,bm,3
0.00221748,0.017104207,0.172866498,0.002669076,0.004573306,0.033085348,0.479744736,0.027649259,0.001982974,0.001829467,0.002440595,0.253837053,bm,3
0.003865769,0.041692751,0.172841172,0.006873317,0.008267774,0.06470531,0.482755435,0.056053367,0.005462532,0.015268927,0.006115036,0.136098608,bm,3
0.005957345,0.015331024,0.139921448,0.00530814,0.013136582,0.052078321,0.466020497,0.063545166,0.002822536,0.001128519,0.001688187,0.233062235,bm,3
0.002828288,0.0041146,0.104911276,0.002907468,0.002896089,0.038243052,0.533751269,0.052923212,0.006049042,0.001218467,0.003997259,0.246159978,bm,3
0.003942511,0.016196424,0.11176604,0.003400757,0.004112012,0.051891661,0.50822153,0.032849844,0.002902937,0.001773036,0.003141531,0.259801718,bm,3
0.003959317,0.045590459,0.003279808,0.012754146,0.006586523,0.03447033,0.430340649,0.026882781,0.007040789,0.005586143,0.006306653,0.417202402,bm,3
0.006407986,0.033460211,0.162770077,0.003890635,0.007282223,0.032095132,0.329804507,0.046568998,0.006245984,0.009412613,0.003627068,0.358434567,bm,3
0.006993609,0.057815443,0.193825525,0.012985775,0.014473271,0.023176546,0.32068536,0.085919538,0.011894853,0.006169093,0.005875852,0.260185136,bm,3
0.010584107,0.009214996,0.163724513,0.007943187,0.00362018,0.040320817,0.401773067,0.118389839,0.004610389,0.002136279,0.002158746,0.23552388,bm,3
0.003014381,0.009814859,0.135435887,0.004123275,0.002555102,0.030986273,0.602821551,0.053399366,0.005383205,0.004758789,0.002446029,0.145261282,bm,3
0.004849735,0.054127577,0.172575769,0.008994504,0.005067617,0.024431047,0.496116977,0.030092154,0.003143718,0.011518459,0.00459908,0.184483362,bm,3
0.001327193,0.009041195,0.166043569,0.004046672,0.00293951,0.057586152,0.595705124,0.028427718,0.001701964,0.002528401,0.00197867,0.128673831,bm,3
0.005113262,0.012226621,0.139813133,0.003114521,0.003986641,0.062978691,0.346640849,0.085697689,0.003851427,0.00090215,0.003371369,0.332303647,bm,3
0.003267443,0.002537382,0.073839695,0.002521214,0.003140537,0.098686835,0.531280593,0.068031591,0.001984825,0.001184584,0.001394932,0.212130369,bm,3
0.010712864,0.014423151,0.166407798,0.005165005,0.003630479,0.032072082,0.53290464,0.024801038,0.002472215,0.00164759,0.003439134,0.202324003,bm,3
0.003960886,0.021850557,0.117021081,0.011897021,0.007344923,0.031702088,0.513286014,0.077972239,0.008494044,0.003074828,0.002421914,0.200974405,bm,3
0.009893661,0.010629439,0.244566902,0.011782729,0.002742356,0.006975275,0.057361676,0.010206393,0.00203862,0.004662849,0.005040257,0.634099842,bm,3
0.003104364,0.038100041,0.104648452,0.005349729,0.007933113,0.085622362,0.583105063,0.074758987,0.007911851,0.004655035,0.003326038,0.081484966,bm,3
0.002941653,0.012788688,0.140300451,0.005294272,0.003305616,0.020498603,0.575753043,0.0456271,0.002265426,0.002774881,0.001371735,0.187078534,bm,3
0.004672726,0.01582141,0.114879688,0.008100702,0.005197148,0.036063506,0.454136756,0.085419013,0.002996512,0.002912968,0.003233912,0.266565659,bm,3
0.006754869,0.033003223,0.120783967,0.003436127,0.006872883,0.03149153,0.47852036,0.062402044,0.003800776,0.002230523,0.004420997,0.246282702,bm,3
0.006242722,0.012651829,0.099356455,0.003844041,0.008454953,0.144184576,0.460888333,0.091347774,0.004925015,0.003008928,0.002176195,0.162919178,bm,3
0.001834361,0.019884923,0.139893661,0.004582354,0.002720404,0.032148996,0.683376746,0.038621356,0.001999612,0.000974803,0.001425214,0.072537571,bm,3
0.003131893,0.005859738,0.138163393,0.001978267,0.003826307,0.002570614,0.27373126,0.011984952,0.007813248,0.005688328,0.006865339,0.538386661,bm,3
0.004558463,0.003489848,0.041179359,0.001864669,0.004679668,0.009105873,0.323053242,0.00977807,0.003900438,0.012853097,0.016451785,0.569085488,bm,3
0.005669743,0.086296024,0.098812113,0.006252003,0.003883602,0.006760636,0.270121067,0.014990692,0.049498852,0.017031892,0.023253083,0.417430295,bm,3
0.002760555,0.010858395,0.115299987,0.001311737,0.002611266,0.003872441,0.346363476,0.02148985,0.023049274,0.005560751,0.006591544,0.460230724,bm,3
0.006714051,0.026234576,0.094755039,0.006330403,0.00475947,0.006624596,0.393249258,0.034505881,0.01850126,0.022215097,0.01660168,0.369508689,bm,3
0.005408929,0.006674764,0.056107985,0.00252558,0.006458829,0.008497131,0.395004378,0.023577579,0.01365582,0.012205077,0.010952951,0.458930976,bm,3
0.004082759,0.022896572,0.087686303,0.001100569,0.002897739,0.004734161,0.320524074,0.02275616,0.024631912,0.014841402,0.018022665,0.475825685,bm,3
0.00647035,0.022890691,0.004633398,0.002030751,0.001381793,0.00512374,0.466615888,0.021616869,0.008643713,0.011538979,0.003580574,0.445473254,bm,3
0.004008463,0.014666598,0.058199701,0.002024781,0.001897769,0.005724284,0.455571151,0.023770764,0.008178351,0.009044711,0.003494617,0.413418809,bm,3
0.009037954,0.016172825,0.106112794,0.002468854,0.002042661,0.005627791,0.436892061,0.028298222,0.021743531,0.010599475,0.007898552,0.353105282,bm,3
0.003843242,0.011127042,0.083751949,0.001532423,0.001439692,0.007749854,0.295034337,0.024143145,0.017544796,0.01031494,0.012917138,0.530601442,bm,3
0.007938628,0.06370187,0.142863783,0.005761056,0.003219697,0.015722207,0.224882221,0.03368397,0.045757358,0.023310527,0.040249063,0.392909619,bm,3
0.006270764,0.002898553,0.139202898,0.00188665,0.002678095,0.004976284,0.268548681,0.023246225,0.014190137,0.009006198,0.017766837,0.509328678,bm,3
0.005565967,0.005510167,0.060860317,0.001344445,0.002732872,0.008879931,0.416494985,0.01205283,0.005022913,0.008819922,0.006905836,0.465809816,bm,3
0.008866834,0.010268711,0.087307236,0.003295872,0.005691673,0.012338944,0.292413556,0.021777223,0.018613208,0.012098205,0.009484096,0.517844443,bm,3
0.003799876,0.008126027,0.102399713,0.001356237,0.00289733,0.007930857,0.40628129,0.048465524,0.007715974,0.009506828,0.009646992,0.391873352,bm,3
0.002780172,0.002883243,0.182231164,0.001797015,0.001085519,0.000547046,0.016274508,0.001920913,0.005905101,0.021184751,0.019170791,0.744219776,bm,3
0.001779225,0.009550671,0.126212051,0.001515521,0.005654175,0.007762019,0.721259874,0.0419848,0.014604193,0.007224786,0.009904559,0.052548126,bm,3
0.024572474,0.021197087,0.010587488,0.005593971,0.002112344,0.003162892,0.307165148,0.009879161,0.008003294,0.019664417,0.010734532,0.577327192,bm,3
0.005135363,0.00890753,0.144919082,0.001604175,0.001250362,0.002478963,0.273461491,0.021475598,0.006236383,0.010061238,0.008881166,0.515588651,bm,3
0.003099532,0.009150996,0.086483415,0.002950047,0.003124327,0.006341464,0.275379495,0.085514499,0.039045881,0.012939199,0.012742959,0.463228185,bm,3
0.00489671,0.00857822,0.047106162,0.001692495,0.003287984,0.00728114,0.744944005,0.054972328,0.019174693,0.007410053,0.00541085,0.09524536,bm,3
0.003337483,0.002181968,0.179579948,0.001733326,0.003337717,0.006689186,0.535396668,0.041115785,0.010662704,0.006868473,0.005883808,0.203212934,bm,3
0.006812497,0.030652933,0.091137526,0.001748888,0.003399211,0.007596251,0.583722939,0.030439966,0.020105299,0.014428484,0.0087599,0.201196106,bm,3
0.002818591,0.010395819,0.12782875,0.000869217,0.002035544,0.002822142,0.328527471,0.010755235,0.013386119,0.006036254,0.005655727,0.488869131,bm,3
0.004202323,0.020401046,0.188911488,0.013503542,0.003455259,0.016833762,0.261304429,0.02510937,0.002208291,0.007304485,0.008641834,0.448124172,bm,3
0.003221102,0.014295188,0.140628181,0.007739644,0.002357095,0.017154982,0.244460443,0.019567528,0.006286842,0.002956657,0.004636579,0.536695758,bm,3
0.002578136,0.03592573,0.093979359,0.00221678,0.003522551,0.028852077,0.482218008,0.03404089,0.006103826,0.005567865,0.004758507,0.300236272,bm,3
0.007073464,0.009161144,0.123759542,0.006488259,0.011515065,0.06828243,0.35873114,0.008169562,0.001887747,0.006014574,0.005406325,0.393510746,bm,3
0.006955846,0.054653041,0.095852248,0.004351629,0.003818026,0.047190963,0.42069289,0.01846703,0.00946834,0.044851265,0.007483955,0.286214768,bm,3
0.003103362,0.0243864,0.122983995,0.002122784,0.003633598,0.012760336,0.417495548,0.022362376,0.002907296,0.010121124,0.004510884,0.373612296,bm,3
0.003858515,0.076331872,0.110258385,0.019636048,0.006439908,0.027533647,0.432588582,0.010551577,0.043384084,0.038051042,0.016124451,0.215241888,bm,3
0.004754413,0.010765634,0.155381194,0.00666081,0.002925947,0.034895886,0.298459967,0.036089019,0.005537363,0.006412728,0.007590758,0.430526281,bm,3
0.003835881,0.023124465,0.111668316,0.003883232,0.003341227,0.024200076,0.363478453,0.011656246,0.002367521,0.005265958,0.002947693,0.444230931,bm,3
0.007858859,0.018237601,0.220504825,0.005688986,0.003664117,0.024765973,0.29000326,0.021818775,0.005060607,0.004374764,0.002928047,0.395094186,bm,3
0.009073085,0.025265554,0.226421587,0.008934171,0.011523677,0.04116104,0.381165526,0.018788767,0.006905553,0.004924389,0.003961076,0.261875574,bm,3
0.009472213,0.07898181,0.062510388,0.011832195,0.006975136,0.057917682,0.480089048,0.034570525,0.037555679,0.011558148,0.011608143,0.196929033,bm,3
0.003613174,0.009150817,0.197255506,0.003385018,0.003439671,0.022565984,0.303221992,0.051368207,0.002880133,0.003686126,0.0056425,0.393790872,bm,3
0.007922022,0.007222203,0.138812685,0.00548106,0.004130776,0.028321663,0.425764692,0.043265348,0.00486746,0.002974851,0.006057793,0.325179447,bm,3
0.005815988,0.012835294,0.113503377,0.010206346,0.012117152,0.058316016,0.35042829,0.005228117,0.001075969,0.00955996,0.005886031,0.415027461,bm,3
0.003739832,0.008078222,0.146126342,0.006038874,0.001094773,0.001936443,0.006807856,0.007615392,0.006695212,0.010711904,0.00962852,0.791526629,bm,3
0.003709893,0.010501858,0.164056318,0.002692007,0.002976761,0.040449786,0.600728037,0.032124867,0.002578291,0.015086047,0.001966701,0.123129433,bm,3
0.007888778,0.002904869,0.139503833,0.004256102,0.002659689,0.031352513,0.441734033,0.019900764,0.005309127,0.006859436,0.003509323,0.334121533,bm,3
0.004298627,0.04055436,0.100462556,0.007638168,0.003632159,0.016607366,0.444084393,0.082939243,0.012364965,0.006530885,0.00495393,0.275933346,bm,3
0.006947538,0.060060352,0.065027016,0.018504406,0.004866547,0.038657688,0.392399366,0.012015469,0.095137358,0.062619128,0.012608991,0.231156141,bm,3
0.002720946,0.03093935,0.172080581,0.008706378,0.017050956,0.042252644,0.374043483,0.042064319,0.00852993,0.014425389,0.009780253,0.27740577,bm,3
0.003730527,0.017729343,0.023466735,0.006654306,0.003383061,0.020109857,0.477783531,0.038110428,0.005238808,0.004930054,0.004814263,0.394049087,bm,3
0.004910718,0.006706939,0.167179521,0.005855755,0.002729917,0.014447742,0.36777674,0.017327715,0.005158492,0.005494417,0.004831438,0.397580606,bm,3
0.00526817,0.027244013,0.124685076,0.007074368,0.013962135,0.058883954,0.363271238,0.008091381,0.004133494,0.005503804,0.005367826,0.376514541,bm,3
0.003017511,0.021238621,0.149309151,0.006143275,0.002437876,0.019131672,0.404594727,0.012532051,0.007698833,0.010737211,0.003705855,0.359453217,bm,3
0.005944073,0.017977838,0.073371959,0.004781763,0.010578023,0.033593621,0.438186973,0.009108525,0.006530493,0.002819121,0.010921562,0.386186048,bm,3
0.002649838,0.004435299,0.059774367,0.009668217,0.004245342,0.036413769,0.401322104,0.032662451,0.006227589,0.001702408,0.003015402,0.437883214,bm,3
0.003935185,0.048139249,0.055796787,0.004497856,0.015742006,0.061170423,0.559203456,0.004841974,0.01084442,0.008031804,0.016254123,0.211542717,bm,3
0.005592976,0.015187599,0.05238378,0.00874937,0.014106188,0.084812883,0.526113209,0.008592149,0.007036258,0.003279097,0.010329701,0.26381679,bm,3
0.004633469,0.015912231,0.056584957,0.00820871,0.021513223,0.074119433,0.420865993,0.01639201,0.004732558,0.006841911,0.010280409,0.359915096,bm,3
0.002523814,0.005360174,0.045300662,0.002958077,0.010630663,0.059813886,0.484372,0.015535483,0.010492189,0.002113849,0.008274618,0.352624586,bm,3
0.004513942,0.005068026,0.06493962,0.005964579,0.010969022,0.026307045,0.475510932,0.02199301,0.005624984,0.0037801,0.009594143,0.365734596,bm,3
0.003558657,0.036685121,0.133405079,0.009798732,0.01009175,0.131793793,0.452635312,0.004807478,0.025271242,0.010323659,0.012615297,0.169013879,bm,3
0.005911149,0.043381173,0.010957972,0.005958722,0.00474504,0.033245567,0.629410807,0.011924118,0.002067027,0.001898237,0.010642662,0.239857526,bm,3
0.00330311,0.030428531,0.00481493,0.004011258,0.01016701,0.098770228,0.586228856,0.011320768,0.006009778,0.002144269,0.026094095,0.216707167,bm,3
0.006034665,0.024571256,0.006212487,0.013339693,0.03096398,0.120994024,0.490010588,0.01891843,0.009636612,0.007574059,0.023512188,0.24823202,bm,3
0.002451682,0.015526762,0.105909336,0.002692344,0.00823735,0.076305636,0.481314257,0.008817123,0.006143001,0.009204757,0.009631213,0.27376654,bm,3
0.003306494,0.022529317,0.041514579,0.003242798,0.003889167,0.073317209,0.43561049,0.027983006,0.00641109,0.006083669,0.003672745,0.372439434,bm,3
0.006483874,0.034654103,0.207343735,0.006004355,0.011785234,0.087623722,0.32287822,0.005995024,0.023218706,0.014531532,0.006807752,0.272673742,bm,3
0.004534177,0.039376406,0.084518198,0.00340237,0.010054654,0.067961114,0.550299296,0.005196603,0.007236559,0.004843877,0.014445381,0.208131364,bm,3
0.010942745,0.054272058,0.018338096,0.012069969,0.014753951,0.093095355,0.487509942,0.012732241,0.022972164,0.011732332,0.041923335,0.219657813,bm,3
0.003630081,0.02585049,0.002910008,0.003676224,0.009938253,0.084719591,0.541644528,0.009636569,0.026674412,0.00364069,0.007428444,0.280250709,bm,3
0.005786906,0.010511976,0.005640802,0.003770348,0.007132434,0.053359148,0.629756195,0.007877509,0.003610732,0.002143828,0.013591413,0.256818709,bm,3
0.004085344,0.015565869,0.066943087,0.003061137,0.006028718,0.083432805,0.443878104,0.047515696,0.004714556,0.003419412,0.010333995,0.311021277,bm,3
0.016821256,0.010952628,0.046038885,0.008668334,0.008010953,0.015115331,0.180572728,0.004438661,0.003452069,0.033495363,0.015765857,0.656667937,bm,3
0.003721445,0.009885331,0.050364955,0.004853546,0.011596767,0.04834085,0.535022138,0.031068949,0.00844084,0.005448499,0.006905029,0.284351652,bm,3
0.005799605,0.018000557,0.073745533,0.004198557,0.006729439,0.033932582,0.480907636,0.012627663,0.004111222,0.005708967,0.005665875,0.348572364,bm,3
0.02205286,0.017211584,0.048694431,0.010116204,0.02014493,0.065766612,0.417401218,0.064287141,0.030569315,0.017067782,0.023783512,0.262904411,bm,3
0.006246547,0.048899076,0.006646152,0.004723455,0.010778443,0.016010121,0.414459011,0.009555959,0.007837931,0.00627066,0.029682116,0.438890531,bm,3
0.006319045,0.02344438,0.005351608,0.010656484,0.038181901,0.156266274,0.464590064,0.014557329,0.012123357,0.005408486,0.013071226,0.250029847,bm,3
0.002583901,0.008048608,0.120022266,0.004077554,0.004701133,0.028648692,0.363843297,0.02152184,0.002338766,0.001828046,0.002773971,0.439611924,bm,3
0.001414677,0.014541045,0.097406153,0.00503833,0.003254291,0.014299254,0.383823604,0.01162311,0.001873104,0.005435589,0.002611925,0.458678916,bm,3
0.005450841,0.040785544,0.132452292,0.008824857,0.00653123,0.045932339,0.340342569,0.030064253,0.003201908,0.012104879,0.008606905,0.365702383,bm,3
0.003932527,0.011597801,0.050407622,0.006647936,0.006781968,0.035305828,0.519378854,0.020316828,0.00296459,0.006270877,0.003041128,0.33335404,bm,3
0.00418868,0.014258139,0.205590082,0.003542302,0.003026576,0.017820751,0.352736261,0.015995946,0.003274712,0.00631239,0.00140682,0.371847343,bm,3
0.002813894,0.010237603,0.07614521,0.006367032,0.005470325,0.041982786,0.505639018,0.0297041,0.003461492,0.002947106,0.002906083,0.31232535,bm,3
0.005729221,0.040287657,0.069766319,0.005162801,0.004800268,0.022078209,0.55273898,0.042727945,0.003728682,0.011756401,0.002191295,0.239032223,bm,3
0.004860225,0.039690961,0.0945681,0.002065116,0.006264867,0.034920953,0.432117893,0.013793521,0.003727578,0.011890212,0.002764605,0.35333597,bm,3
0.002793002,0.019942407,0.124230905,0.007868246,0.005519977,0.03542872,0.424005046,0.028279228,0.003554378,0.002877589,0.003920055,0.341580447,bm,3
0.002626392,0.081796468,0.075386104,0.005424742,0.004835533,0.016931895,0.489598222,0.037312786,0.002742471,0.019470683,0.004839108,0.259035597,bm,3
0.004878,0.009602433,0.048096179,0.007294264,0.007631713,0.071300506,0.575788264,0.013486015,0.001790883,0.006294044,0.003313421,0.250524279,bm,3
0.006298856,0.034694836,0.210573954,0.008366491,0.010193769,0.014238228,0.384653915,0.014037802,0.005644653,0.027279193,0.008208823,0.27580948,bm,3
0.005467579,0.011798072,0.046433334,0.001958111,0.001018015,0.025968746,0.530185993,0.027211432,0.00185612,0.01182347,0.00368234,0.332596789,bm,3
0.004247522,0.021556153,0.043596654,0.001845857,0.00382309,0.029843324,0.59381994,0.032352006,0.00297787,0.002721908,0.002983575,0.260232101,bm,3
0.010689985,0.057261169,0.224309796,0.004551968,0.012608074,0.034299176,0.393032391,0.019562229,0.00569634,0.029667479,0.012674534,0.19564686,bm,3
0.002107784,0.028966294,0.012968306,0.00589406,0.006720939,0.022199152,0.56187541,0.040073232,0.002011505,0.001069649,0.004055002,0.312058667,bm,3
0.003775344,0.025875707,0.073541096,0.011891801,0.018238783,0.018004702,0.151008797,0.016423561,0.005514014,0.008200394,0.011577131,0.65594867,bm,3
0.0183663,0.04859414,0.233630148,0.017078688,0.00832603,0.008689279,0.045273954,0.006625642,0.009386768,0.01031589,0.007066173,0.586646989,bm,3
0.004670688,0.059381164,0.145970671,0.022267645,0.013277449,0.046782559,0.455708242,0.038378236,0.007794615,0.005557788,0.004936961,0.195273982,bm,3
0.005695892,0.028691648,0.081170802,0.011503676,0.011921146,0.02042135,0.412512963,0.038485679,0.020414811,0.003094641,0.005207078,0.360880315,bm,3
0.009685172,0.034059051,0.066598961,0.005731298,0.007649041,0.042536597,0.444578054,0.016322087,0.002229408,0.004963135,0.004383822,0.361263374,bm,3
0.005246728,0.018813205,0.056969204,0.004334395,0.005309836,0.034832316,0.645927963,0.017177093,0.004376123,0.010644546,0.006689985,0.189678606,bm,3
0.012477371,0.041774071,0.158054385,0.007225726,0.010154908,0.075071341,0.428271534,0.020342001,0.004147281,0.021621015,0.012121918,0.208738448,bm,3
0.010208056,0.053800135,0.318775085,0.005053668,0.002844537,0.019824169,0.466531395,0.014631894,0.002396954,0.017382172,0.002657154,0.085894779,bm,3
0.003700295,0.039628322,0.045398183,0.009629967,0.018414337,0.024323482,0.44921715,0.035855005,0.003932321,0.002743685,0.003096846,0.364060408,bm,3
0.00282106,0.015472816,0.120473237,0.01342782,0.002433744,0.0035919,0.336519333,0.013627903,0.005899059,0.010410086,0.029595105,0.445727936,bm,3
0.002845413,0.074930329,0.119145437,0.005641085,0.005541989,0.003056146,0.206941757,0.010468986,0.011176829,0.027384156,0.009030176,0.523837695,bm,3
0.010491257,0.05206905,0.099163274,0.012526287,0.024225244,0.006229662,0.189109173,0.029877193,0.012520005,0.036639425,0.028299531,0.498849898,bm,3
0.003851325,0.107224384,0.117776719,0.040245487,0.01170395,0.00753153,0.341817671,0.012185231,0.008268208,0.046730668,0.011048254,0.291616573,bm,3
0.004043539,0.073277373,0.115076169,0.010351647,0.008674722,0.004126472,0.283810302,0.01072826,0.008905104,0.026286097,0.008629886,0.446090429,bm,3
0.007286488,0.099083091,0.207557322,0.052464155,0.016068562,0.00703294,0.246208414,0.017606477,0.038154022,0.03606941,0.017059811,0.255409306,bm,3
0.004730415,0.038876402,0.084059257,0.033107772,0.005772095,0.013629264,0.451168028,0.03344263,0.020491811,0.037268497,0.015506559,0.261947271,bm,3
0.016214639,0.026195355,0.183831214,0.058257457,0.009487704,0.01011849,0.24072191,0.032535567,0.017216488,0.053686,0.017701114,0.33403406,bm,3
0.011582988,0.029715592,0.006589334,0.021857751,0.008642248,0.012308806,0.310299514,0.037153029,0.022329725,0.023939022,0.017536033,0.498045959,bm,3
0.003667894,0.050570873,0.001891338,0.002914173,0.002223661,0.00362781,0.251062578,0.011550226,0.004276701,0.01160294,0.009120195,0.647491611,bm,3
0.006451684,0.03128082,0.00702056,0.004336668,0.002975594,0.005755566,0.281796521,0.00736264,0.022018333,0.016546429,0.008645822,0.605809364,bm,3
0.009344091,0.035829779,0.014047598,0.007461453,0.005746709,0.011320794,0.20714734,0.06375773,0.009451591,0.018205114,0.010181344,0.607506455,bm,3
0.007424587,0.020390519,0.072063828,0.009966229,0.007514872,0.009272032,0.27546855,0.02082785,0.012036308,0.019148352,0.017125451,0.528761421,bm,3
0.003377404,0.077221332,0.12544222,0.017007824,0.008496951,0.004077761,0.2906881,0.002250913,0.010409905,0.020822252,0.010446242,0.429759096,bm,3
0.008439204,0.051506923,0.142906814,0.007062339,0.01667195,0.003951587,0.228302989,0.015154421,0.005286995,0.013933185,0.01660677,0.490176822,bm,3
0.011508376,0.027815165,0.089565564,0.006996084,0.01016971,0.007189944,0.29979052,0.023915454,0.012323257,0.027969055,0.01445738,0.468299489,bm,3
0.015701358,0.023455434,0.271068004,0.02284015,0.02945263,0.004351532,0.137991246,0.009719072,0.01154603,0.03155155,0.011012277,0.431310717,bm,3
0.002614682,0.025840436,0.186625968,0.012763059,0.005518065,0.005323613,0.20679211,0.010044987,0.015042808,0.021929741,0.002690422,0.504814108,bm,3
0.004427017,0.034306384,0.085828592,0.043238612,0.006117718,0.002960813,0.226052327,0.007482162,0.006977168,0.117506083,0.006346723,0.4587564,bm,3
0.009986856,0.014526614,0.105176341,0.014184526,0.007464046,0.007678959,0.228959378,0.027318851,0.015112735,0.056232848,0.007845397,0.505513448,bm,3
0.007708701,0.107867011,0.153414525,0.012203872,0.029002524,0.007675537,0.28259366,0.00880662,0.007620642,0.068043815,0.016644597,0.298418496,bm,3
